text,label,label_text,text_clean
What happens if my card payment is cancelled?,53,reverted_card_payment?,what happens if my card payment is cancelled?
top up not completed,47,pending_top_up,top up not completed
Top up did not work on the app.,59,top_up_failed,top up did not work on the app.
"I would like to top up my account with a bank transfer, is that allowed?",65,transfer_into_account,"i would like to top up my account with a bank transfer, is that allowed?"
"HI,Accordingly you offer crypto top up but it doesn't seem to be working? Money just disappeared from my account.What should be done now?",61,top_up_reverted,"hi,accordingly you offer crypto top up but it doesn't seem to be working? money just disappeared from my account.what should be done now?"
Can I use my salary for this?,50,receiving_money,can i use my salary for this?
The ATM wouldn't let me have my money.,26,declined_cash_withdrawal,the atm wouldn't let me have my money.
Can I automatically top-up when traveling?,4,automatic_top_up,can i automatically top-up when traveling?
It seems that the rate I got is incorrect.,17,card_payment_wrong_exchange_rate,it seems that the rate i got is incorrect.
I looked at my statement and found a payment I and found a mistake.,16,card_payment_not_recognised,i looked at my statement and found a payment i and found a mistake.
There is a direct debit charge on my account that I don't recognize.,28,direct_debit_payment_not_recognised,there is a direct debit charge on my account that i don't recognize.
Can I use Apple Pay to top-up?,2,apple_pay_or_google_pay,can i use apple pay to top-up?
What are the steps I should take to recover my swallowed card?,18,card_swallowed,what are the steps i should take to recover my swallowed card?
At which locations can I order a card?,43,order_physical_card,at which locations can i order a card?
I want to auto top-up.,4,automatic_top_up,i want to auto top-up.
I can't seem to use my card. Can you help?,14,card_not_working,i can't seem to use my card. can you help?
How can I revert a transaction from this morning?,8,cancel_transfer,how can i revert a transaction from this morning?
"If I exchange foreign currency, are there any other charges?",31,exchange_charge,"if i exchange foreign currency, are there any other charges?"
How long should I wait for the card to arrive?,12,card_delivery_estimate,how long should i wait for the card to arrive?
Tell me why my balance did not change when I tranferred cash.,5,balance_not_updated_after_bank_transfer,tell me why my balance did not change when i tranferred cash.
What is the process for activating my new card?,0,activate_my_card,what is the process for activating my new card?
The card that I have isn't working. This is the physical card.,14,card_not_working,the card that i have isn't working. this is the physical card.
My card doesn't seem to work anymore,14,card_not_working,my card doesn't seem to work anymore
A direct debit payment I didn't do shows in my app,28,direct_debit_payment_not_recognised,a direct debit payment i didn't do shows in my app
I'm interested in learning more about disposable virtual cards.,37,get_disposable_virtual_card,i'm interested in learning more about disposable virtual cards.
"top up google pay, is it possible?",2,apple_pay_or_google_pay,"top up google pay, is it possible?"
"I got my card now, how do I make it show up in the app?",13,card_linking,"i got my card now, how do i make it show up in the app?"
How much longer is it going to take to get my new card?,11,card_arrival,how much longer is it going to take to get my new card?
"I want to know which currencies and cards are supported, can you provide a list?",54,supported_cards_and_currencies,"i want to know which currencies and cards are supported, can you provide a list?"
Where do I go to terminate my account?,55,terminate_account,where do i go to terminate my account?
why does it take so long to verify my id,68,unable_to_verify_identity,why does it take so long to verify my id
"I got cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",46,pending_cash_withdrawal,"i got cash from an atm earlier but it shows up as pending in the app. how can this still be pending, i already received the cash?"
Who gets support?,24,country_support,who gets support?
What number of times can I top-up?,60,top_up_limits,what number of times can i top-up?
"My transaction history is looking a little off. I have been charged twice for multiple different purchases, and would like to have those duplicate charges refunded.",63,transaction_charged_twice,"my transaction history is looking a little off. i have been charged twice for multiple different purchases, and would like to have those duplicate charges refunded."
"I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow.",8,cancel_transfer,"i paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow."
How much can I withdrawal in one month without incurring fees?,19,cash_withdrawal_charge,how much can i withdrawal in one month without incurring fees?
I checked the app and my balance has not been updated for the cash or cheque deposit.,6,balance_not_updated_after_cheque_or_cash_deposit,i checked the app and my balance has not been updated for the cash or cheque deposit.
My exchange rate isn't correct.,17,card_payment_wrong_exchange_rate,my exchange rate isn't correct.
Is the 1 pound charge I can see an error or an incorrect entry?,34,extra_charge_on_statement,is the 1 pound charge i can see an error or an incorrect entry?
Transfer has failed.,35,failed_transfer,transfer has failed.
How is my ATM deposit not available yet?,46,pending_cash_withdrawal,how is my atm deposit not available yet?
If I want my son to have his own account is that possible?,1,age_limit,if i want my son to have his own account is that possible?
"If my card is going to expire this month, do I need to order a new one?",9,card_about_to_expire,"if my card is going to expire this month, do i need to order a new one?"
I need to exchange a currency - can I do that here?,33,exchange_via_app,i need to exchange a currency - can i do that here?
I'm on holiday and I noticed a different amount for exchange rate.  Can you explain?,17,card_payment_wrong_exchange_rate,i'm on holiday and i noticed a different amount for exchange rate. can you explain?
I need a new login code,44,passcode_forgotten,i need a new login code
"I deposited a check yesterday and Im not seeing it in my account. i need the money, is there something wrong with my account? check it out please",6,balance_not_updated_after_cheque_or_cash_deposit,"i deposited a check yesterday and im not seeing it in my account. i need the money, is there something wrong with my account? check it out please"
is apple pay a top up service?,2,apple_pay_or_google_pay,is apple pay a top up service?
Are their certain cash machines where I can change my pin?,21,change_pin,are their certain cash machines where i can change my pin?
What is my password?,44,passcode_forgotten,what is my password?
I made a deposit and the balance hasn't been updated.,6,balance_not_updated_after_cheque_or_cash_deposit,i made a deposit and the balance hasn't been updated.
There was an extra charge when I used my card,15,card_payment_fee_charged,there was an extra charge when i used my card
"Hi, I checked my transactions and saw that I was charged twice during a restaurant visit. I would like to get my money back.",63,transaction_charged_twice,"hi, i checked my transactions and saw that i was charged twice during a restaurant visit. i would like to get my money back."
Why isn't my balance updating?  I did a bank transfer and it isn't current.,5,balance_not_updated_after_bank_transfer,why isn't my balance updating? i did a bank transfer and it isn't current.
I received the wrong amount of cash back,75,wrong_amount_of_cash_received,i received the wrong amount of cash back
There has a recent suspicious withdrawal on my bank account. Is it possible to freeze my card?,20,cash_withdrawal_not_recognised,there has a recent suspicious withdrawal on my bank account. is it possible to freeze my card?
I have just read my statement and there is a payment I don't recognise.,16,card_payment_not_recognised,i have just read my statement and there is a payment i don't recognise.
I tried to use the ATM with foreign currency. The conversion rate applied was wrong.,76,wrong_exchange_rate_for_cash_withdrawal,i tried to use the atm with foreign currency. the conversion rate applied was wrong.
What do I do to activate my new card?,0,activate_my_card,what do i do to activate my new card?
How come I can't find my payment?,53,reverted_card_payment?,how come i can't find my payment?
"On the card that is coming, what's the tracking info?",11,card_arrival,"on the card that is coming, what's the tracking info?"
What information do I need to see my source of money?,70,verify_source_of_funds,what information do i need to see my source of money?
Card activation is not working. What do i do?,0,activate_my_card,card activation is not working. what do i do?
I am trying to complete a transfer but I keep getting an error message.,7,beneficiary_not_allowed,i am trying to complete a transfer but i keep getting an error message.
Can you change the rate for the item I bought in a different currency as it is wrong?,17,card_payment_wrong_exchange_rate,can you change the rate for the item i bought in a different currency as it is wrong?
My card got stuck in an ATM.,18,card_swallowed,my card got stuck in an atm.
I would like to dispute a payment I didnt make,28,direct_debit_payment_not_recognised,i would like to dispute a payment i didnt make
I may need to dispute a Direct Debit payment.,28,direct_debit_payment_not_recognised,i may need to dispute a direct debit payment.
My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened?,17,card_payment_wrong_exchange_rate,my client was converting their russian ruble into uk pound currency when they noticed their bill was much too high for the exchange. what happened?
I live in the EU - can I get a card?,24,country_support,i live in the eu - can i get a card?
Exchange rate on a purchase was incorrect,17,card_payment_wrong_exchange_rate,exchange rate on a purchase was incorrect
Why did I get charged when getting cash?,19,cash_withdrawal_charge,why did i get charged when getting cash?
"I need to order a new virtual card, how do I do that?",40,getting_virtual_card,"i need to order a new virtual card, how do i do that?"
Why has my payment not transferred?,35,failed_transfer,why has my payment not transferred?
Are extra cards free?,39,getting_spare_card,are extra cards free?
What countries do you operate in?,24,country_support,what countries do you operate in?
I got a message that my transfer was declined.,27,declined_transfer,i got a message that my transfer was declined.
What can I expect at card expiration?,9,card_about_to_expire,what can i expect at card expiration?
Why is my transfer pending when I already made it?,48,pending_transfer,why is my transfer pending when i already made it?
I have been charged two times for one transaction.,63,transaction_charged_twice,i have been charged two times for one transaction.
How can people transfer money to me?,50,receiving_money,how can people transfer money to me?
"My card expires soon, will you send me one automatically?",9,card_about_to_expire,"my card expires soon, will you send me one automatically?"
why do i need to verify the top up?,71,verify_top_up,why do i need to verify the top up?
"I tried to make a withdrawal from the ATM, but it was cancelled.",26,declined_cash_withdrawal,"i tried to make a withdrawal from the atm, but it was cancelled."
How can I create another card linked to this account?,39,getting_spare_card,how can i create another card linked to this account?
My topping up didn't go through.,59,top_up_failed,my topping up didn't go through.
Why was my top-up rejected?,59,top_up_failed,why was my top-up rejected?
Is there any amount in which I would get cut off from topping up?,60,top_up_limits,is there any amount in which i would get cut off from topping up?
I accidentally made a payment to a wrong account. What should I do?,8,cancel_transfer,i accidentally made a payment to a wrong account. what should i do?
Could you tell me why my cash withdrawal was declined?,26,declined_cash_withdrawal,could you tell me why my cash withdrawal was declined?
I haven't received the money from the check I deposited.,6,balance_not_updated_after_cheque_or_cash_deposit,i haven't received the money from the check i deposited.
Earlier today I took money out the ATM. After checking the app the amount is so much higher than the amount I received.,75,wrong_amount_of_cash_received,earlier today i took money out the atm. after checking the app the amount is so much higher than the amount i received.
I need help fixing my contactless. It's not working anywhere I go today.,23,contactless_not_working,i need help fixing my contactless. it's not working anywhere i go today.
What do I do if a transaction shows up twice?,63,transaction_charged_twice,what do i do if a transaction shows up twice?
"If my salary is in GBP, do I need to do something?",50,receiving_money,"if my salary is in gbp, do i need to do something?"
Do I pay extra for exchange?,31,exchange_charge,do i pay extra for exchange?
I was wrongfully charged one pound.,34,extra_charge_on_statement,i was wrongfully charged one pound.
I have transferred some money but the balance hasn't changed,5,balance_not_updated_after_bank_transfer,i have transferred some money but the balance hasn't changed
"I cannot remember my passcode, is there a way to retrieve it?",44,passcode_forgotten,"i cannot remember my passcode, is there a way to retrieve it?"
Can I use my card to withdraw from my account?,3,atm_support,can i use my card to withdraw from my account?
How do I set up an account for my children?,1,age_limit,how do i set up an account for my children?
A transaction shows duplicate times.,63,transaction_charged_twice,a transaction shows duplicate times.
When will I recieve my new card?,11,card_arrival,when will i recieve my new card?
How long will a cash withdrawal be pending?,46,pending_cash_withdrawal,how long will a cash withdrawal be pending?
Which establishments will accept my card?,10,card_acceptance,which establishments will accept my card?
This isn't fair! I thought transfers could be made for free. I just made  a purchase online from abroad and now see some strange fee that I've never seen before.,64,transfer_fee_charged,this isn't fair! i thought transfers could be made for free. i just made a purchase online from abroad and now see some strange fee that i've never seen before.
My card was not accepted in a shop,25,declined_card_payment,my card was not accepted in a shop
Someone took my card without permission,41,lost_or_stolen_card,someone took my card without permission
Why am I being charged again?,63,transaction_charged_twice,why am i being charged again?
How long does a transfer take to reach one's account.,67,transfer_timing,how long does a transfer take to reach one's account.
The terminal I paid at wouldn't take my card. Is something wrong?,23,contactless_not_working,the terminal i paid at wouldn't take my card. is something wrong?
I was removing a dollar amount from my account and now don't have access to my card.,18,card_swallowed,i was removing a dollar amount from my account and now don't have access to my card.
I could not use my card in a store.,25,declined_card_payment,i could not use my card in a store.
I need to move money from one of my other accounts to this one.,65,transfer_into_account,i need to move money from one of my other accounts to this one.
Can my salary be received here?,50,receiving_money,can my salary be received here?
"When will I get a new card when I order it, and how much will it cost.",9,card_about_to_expire,"when will i get a new card when i order it, and how much will it cost."
"I have a disposable card, how many transactions can I make?",29,disposable_card_limits,"i have a disposable card, how many transactions can i make?"
Why isn't my Google Pay top up working for me? Did I do something wrong?,2,apple_pay_or_google_pay,why isn't my google pay top up working for me? did i do something wrong?
Can my children open an account?,1,age_limit,can my children open an account?
I can't find the money I just added to my account.,47,pending_top_up,i can't find the money i just added to my account.
Why was I charged extra on my last UK pound to Russian ruble exchange?,17,card_payment_wrong_exchange_rate,why was i charged extra on my last uk pound to russian ruble exchange?
I was overcharged a pound.,34,extra_charge_on_statement,i was overcharged a pound.
How long do I need to wait til my top up isn't pending?,47,pending_top_up,how long do i need to wait til my top up isn't pending?
What documentation is needed for the identity check?,69,verify_my_identity,what documentation is needed for the identity check?
"the product is not working, can I get a refund?",52,request_refund,"the product is not working, can i get a refund?"
When will my transfer finish pending?,48,pending_transfer,when will my transfer finish pending?
Was my card payment reverted?,53,reverted_card_payment?,was my card payment reverted?
Is my PIN sent separably?,38,get_physical_card,is my pin sent separably?
What's the fee for exchange of foreign currencies?,31,exchange_charge,what's the fee for exchange of foreign currencies?
"I would like open a second card for my daughter, how can you assist me?",39,getting_spare_card,"i would like open a second card for my daughter, how can you assist me?"
What is the charge for paying with my card?,15,card_payment_fee_charged,what is the charge for paying with my card?
"Bank transfer to account did not show up, please help?",5,balance_not_updated_after_bank_transfer,"bank transfer to account did not show up, please help?"
Can I obtained a Visa Card,73,visa_or_mastercard,can i obtained a visa card
Please verify my source of funds.,70,verify_source_of_funds,please verify my source of funds.
What are the currencies that are accepted to add money?,54,supported_cards_and_currencies,what are the currencies that are accepted to add money?
How can I replace an expired card?,9,card_about_to_expire,how can i replace an expired card?
While on vacation I used an ATM to get cash and was overcharged. These charges are ridiculous and had I known about them I would have never used it.,76,wrong_exchange_rate_for_cash_withdrawal,while on vacation i used an atm to get cash and was overcharged. these charges are ridiculous and had i known about them i would have never used it.
What currencies can my account be in?,36,fiat_currency_support,what currencies can my account be in?
What are some of the restrictions that the disposable cards have?,29,disposable_card_limits,what are some of the restrictions that the disposable cards have?
How do I use cash to top up my account?,58,top_up_by_cash_or_cheque,how do i use cash to top up my account?
How long do bank transfers usually take?,5,balance_not_updated_after_bank_transfer,how long do bank transfers usually take?
I need a refund. This is not what i wanted.,52,request_refund,i need a refund. this is not what i wanted.
After making a payment with my card it doesn't seem to have worked. It's just showing to be pending. When will this actually be going through?,45,pending_card_payment,after making a payment with my card it doesn't seem to have worked. it's just showing to be pending. when will this actually be going through?
Why hasn't my transaction completed?,66,transfer_not_received_by_recipient,why hasn't my transaction completed?
I deposited money but my balance hasn't been updated yet.,6,balance_not_updated_after_cheque_or_cash_deposit,i deposited money but my balance hasn't been updated yet.
"Your card pin can be changed at any Visa or MasterCard ATM with Pin services, excluding countries such as Belgium, Luxembourg, Austria, Germany, Spain, and France.",21,change_pin,"your card pin can be changed at any visa or mastercard atm with pin services, excluding countries such as belgium, luxembourg, austria, germany, spain, and france."
I hate this company! Can you delete my account?,55,terminate_account,i hate this company! can you delete my account?
How much am I allowed to top-up?,60,top_up_limits,how much am i allowed to top-up?
There are funds in my app that I did not receive.,20,cash_withdrawal_not_recognised,there are funds in my app that i did not receive.
Can I transfer using SWIFT?,56,top_up_by_bank_transfer_charge,can i transfer using swift?
I need my purchase cancelled.,52,request_refund,i need my purchase cancelled.
Change my pin?,21,change_pin,change my pin?
Is there a fee for topping off by transfer?,56,top_up_by_bank_transfer_charge,is there a fee for topping off by transfer?
How can I find your exchange rates?,32,exchange_rate,how can i find your exchange rates?
I was wondering if you will take any fees in exchange for top ups?,57,top_up_by_card_charge,i was wondering if you will take any fees in exchange for top ups?
Can you help me? I have a duplicate transaction on my account and I don't understand why.,63,transaction_charged_twice,can you help me? i have a duplicate transaction on my account and i don't understand why.
what documents do i need to verify who i am,69,verify_my_identity,what documents do i need to verify who i am
Why did the ATM give me less money than what I requested?,75,wrong_amount_of_cash_received,why did the atm give me less money than what i requested?
"Hey there, I just went through my most recent credit card payments and I notice the same charge for a restaurant was processed twice. There was only one meal at this place, so I would like one of the charges to be reversed and my money to be put back in the account.",63,transaction_charged_twice,"hey there, i just went through my most recent credit card payments and i notice the same charge for a restaurant was processed twice. there was only one meal at this place, so i would like one of the charges to be reversed and my money to be put back in the account."
Why has my money been returned back to my card.,53,reverted_card_payment?,why has my money been returned back to my card.
Do you send more than one card?,39,getting_spare_card,do you send more than one card?
where is my unknown payment from?,16,card_payment_not_recognised,where is my unknown payment from?
Do I have to use a bank approved ATM to withdraw money?,3,atm_support,do i have to use a bank approved atm to withdraw money?
Where do you need to live to receive card,43,order_physical_card,where do you need to live to receive card
How do I top up with a cheque?,58,top_up_by_cash_or_cheque,how do i top up with a cheque?
Are cards from the US accepted?,54,supported_cards_and_currencies,are cards from the us accepted?
How can disposable cards be used?,37,get_disposable_virtual_card,how can disposable cards be used?
"I going to be traveling, can I set up auto top-up if I run low on money?",4,automatic_top_up,"i going to be traveling, can i set up auto top-up if i run low on money?"
I think the exchange rate for my for my cash withdrawal is wrong,76,wrong_exchange_rate_for_cash_withdrawal,i think the exchange rate for my for my cash withdrawal is wrong
Why hasn't my card arrived yet?,11,card_arrival,why hasn't my card arrived yet?
Physical cards are what I need more of,39,getting_spare_card,physical cards are what i need more of
An overseas cash transfer did not work correctly,76,wrong_exchange_rate_for_cash_withdrawal,an overseas cash transfer did not work correctly
Can you let me know why my cash withdrawal is still pending?,46,pending_cash_withdrawal,can you let me know why my cash withdrawal is still pending?
Is there any way to get another card on the same account?,39,getting_spare_card,is there any way to get another card on the same account?
I would like to receive my salary in a different currency. How does that work?,50,receiving_money,i would like to receive my salary in a different currency. how does that work?
"I just transferred my friend money, but she hasn't received it yet, and it's been a few hours. Can you tell me when to expect it to go through?",66,transfer_not_received_by_recipient,"i just transferred my friend money, but she hasn't received it yet, and it's been a few hours. can you tell me when to expect it to go through?"
What ATMs can I use this card?,3,atm_support,what atms can i use this card?
What countries are you located in?,24,country_support,what countries are you located in?
What are Interbanks current exchange rates?,32,exchange_rate,what are interbanks current exchange rates?
Card payment is showing as pending,45,pending_card_payment,card payment is showing as pending
Please explain how I use the disposable cards?,37,get_disposable_virtual_card,please explain how i use the disposable cards?
"Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances.",15,card_payment_fee_charged,"hi, i am new to this. are there any additional fees or charges that i should be aware of? i was looking through the app and i thought i saw something in regards to fee-free allowances."
my cash balance less than what I thought,75,wrong_amount_of_cash_received,my cash balance less than what i thought
A transaction to a friend still hasn't shown up.,66,transfer_not_received_by_recipient,a transaction to a friend still hasn't shown up.
The ATM didnt return my card!,18,card_swallowed,the atm didnt return my card!
Is it possible to refund an item?,52,request_refund,is it possible to refund an item?
I returned an item but don't see it on my account?,51,Refund_not_showing_up,i returned an item but don't see it on my account?
"I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process?",47,pending_top_up,"i topped up and went to buy something, but it says that my funds are pending. is there a way to quicken this process?"
beneficiary transfer problems?,7,beneficiary_not_allowed,beneficiary transfer problems?
Do you support changing the currency I use?,33,exchange_via_app,do you support changing the currency i use?
Am I permitted to have a spare card?,39,getting_spare_card,am i permitted to have a spare card?
think someone is using my card with permission,22,compromised_card,think someone is using my card with permission
what steps do i do to get a real card,43,order_physical_card,what steps do i do to get a real card
I bought an item at the wrong exchange rate.,17,card_payment_wrong_exchange_rate,i bought an item at the wrong exchange rate.
How do I fix my card if it is broken?,14,card_not_working,how do i fix my card if it is broken?
My disposable virtual card wouldn't process my payment?,72,virtual_card_not_working,my disposable virtual card wouldn't process my payment?
Will my new card work outside of the EU?,24,country_support,will my new card work outside of the eu?
My identity can't be verified.,68,unable_to_verify_identity,my identity can't be verified.
How come the money from the merchant appeared back into my account?,53,reverted_card_payment?,how come the money from the merchant appeared back into my account?
I don't recognize this withdrawal on my statement,20,cash_withdrawal_not_recognised,i don't recognize this withdrawal on my statement
I want a refund on a direct debit.,28,direct_debit_payment_not_recognised,i want a refund on a direct debit.
I sent a payment but it isn't showing up in the app,66,transfer_not_received_by_recipient,i sent a payment but it isn't showing up in the app
What is the source of the money in my account?,70,verify_source_of_funds,what is the source of the money in my account?
I need to get some Euros for my holiday. Am I able to exchange some of my money?,33,exchange_via_app,i need to get some euros for my holiday. am i able to exchange some of my money?
how do I ask for a physical card?,43,order_physical_card,how do i ask for a physical card?
I need some help figuring out what this strange payment is on my account. It's stays pending and won't go away.,34,extra_charge_on_statement,i need some help figuring out what this strange payment is on my account. it's stays pending and won't go away.
Where can I edit personal details?,30,edit_personal_details,where can i edit personal details?
My account is locked because I used the wrong pin too many times.  Please help.p,49,pin_blocked,my account is locked because i used the wrong pin too many times. please help.p
Why am I seeing a fee for transferring money?,64,transfer_fee_charged,why am i seeing a fee for transferring money?
I'd like to apply for a Visa Card.,73,visa_or_mastercard,i'd like to apply for a visa card.
Can someone in the US have a card?,24,country_support,can someone in the us have a card?
I tried to top up but the app rejected it.,59,top_up_failed,i tried to top up but the app rejected it.
I tried to make a transfer but it failed. will you tell me why?,35,failed_transfer,i tried to make a transfer but it failed. will you tell me why?
"If I bought something I didn't like, can I get a refund?",52,request_refund,"if i bought something i didn't like, can i get a refund?"
Is there any age limit?,1,age_limit,is there any age limit?
I am not sure but someone else might be using my card,22,compromised_card,i am not sure but someone else might be using my card
What's the card you sent me's tracking number?,11,card_arrival,what's the card you sent me's tracking number?
Why is there a fee for getting cash?,19,cash_withdrawal_charge,why is there a fee for getting cash?
Why was I charged a fee for withdrawing money?,19,cash_withdrawal_charge,why was i charged a fee for withdrawing money?
Why do I need to verify a top-up?,71,verify_top_up,why do i need to verify a top-up?
I moved to a new city and need to change my address,30,edit_personal_details,i moved to a new city and need to change my address
Google Pay Top up isn't working,2,apple_pay_or_google_pay,google pay top up isn't working
I made a cash deposit to my account but it is not there,6,balance_not_updated_after_cheque_or_cash_deposit,i made a cash deposit to my account but it is not there
are there age requirements,1,age_limit,are there age requirements
Why haven't I gotten my payment yet?,45,pending_card_payment,why haven't i gotten my payment yet?
I need more physical cards.,39,getting_spare_card,i need more physical cards.
Can I top-up automatically?,4,automatic_top_up,can i top-up automatically?
I visited the ATM but got less money than what I requested. Why?,75,wrong_amount_of_cash_received,i visited the atm but got less money than what i requested. why?
Why is my ATM withdrawal still pending?,46,pending_cash_withdrawal,why is my atm withdrawal still pending?
What is the charge for exchanging currency?,31,exchange_charge,what is the charge for exchanging currency?
Why was I charged a fee for withdrawing money off my card?,19,cash_withdrawal_charge,why was i charged a fee for withdrawing money off my card?
What are the acceptable currencies for adding funds?,54,supported_cards_and_currencies,what are the acceptable currencies for adding funds?
what is the limit for top-ups?,60,top_up_limits,what is the limit for top-ups?
What is your maximum top up limit per day?,60,top_up_limits,what is your maximum top up limit per day?
Why was my atm withdrawl declined,26,declined_cash_withdrawal,why was my atm withdrawl declined
How would I use a bank transfer for topping my account?,65,transfer_into_account,how would i use a bank transfer for topping my account?
Can I get a card? I live in the US.,24,country_support,can i get a card? i live in the us.
"My money is gone. I had topped up recently and saw it was there, but now it's disappeared, what's going on?",61,top_up_reverted,"my money is gone. i had topped up recently and saw it was there, but now it's disappeared, what's going on?"
My app shows cash I didn't get.,20,cash_withdrawal_not_recognised,my app shows cash i didn't get.
I have a direct debit I didn't make,28,direct_debit_payment_not_recognised,i have a direct debit i didn't make
Why am I charged an extra fee on my card?,15,card_payment_fee_charged,why am i charged an extra fee on my card?
I would like to reactivate a card and wondered if that could be done?,13,card_linking,i would like to reactivate a card and wondered if that could be done?
Where Is the top up verification code found?,71,verify_top_up,where is the top up verification code found?
Where is the closest ATM to me?,3,atm_support,where is the closest atm to me?
"Why are all my transfers failing?  I have the details right and they won't complete.  I've been trying all day and they still won't go through, this is URGENT, please help.",27,declined_transfer,"why are all my transfers failing? i have the details right and they won't complete. i've been trying all day and they still won't go through, this is urgent, please help."
How long does a payment usually show as pending? Is it normal that mine is still pending?,45,pending_card_payment,how long does a payment usually show as pending? is it normal that mine is still pending?
How would my friend be able to send me money?,50,receiving_money,how would my friend be able to send me money?
would a visa or mastercard be more suited to me?,73,visa_or_mastercard,would a visa or mastercard be more suited to me?
The recipient doesn't see the money transaction I made,66,transfer_not_received_by_recipient,the recipient doesn't see the money transaction i made
Which ATMs accept Mastercard?,3,atm_support,which atms accept mastercard?
Is there a reason why my virtual card won't work?,72,virtual_card_not_working,is there a reason why my virtual card won't work?
Which countries do you operate in,24,country_support,which countries do you operate in
How do I know what the exchange rate will be when I make an exchange.,32,exchange_rate,how do i know what the exchange rate will be when i make an exchange.
what are limits to top up,60,top_up_limits,what are limits to top up
"I put money into my account in the form of a cheque, but my balance did not change.",6,balance_not_updated_after_cheque_or_cash_deposit,"i put money into my account in the form of a cheque, but my balance did not change."
I sent money about 5 days ago and the recipient has not received the money yet.,66,transfer_not_received_by_recipient,i sent money about 5 days ago and the recipient has not received the money yet.
I'd like to know what you guys look at to decide an exchange rate,32,exchange_rate,i'd like to know what you guys look at to decide an exchange rate
My card wont work at an ATM,26,declined_cash_withdrawal,my card wont work at an atm
Is my child too young to sign up?,1,age_limit,is my child too young to sign up?
Problem verifying my account,68,unable_to_verify_identity,problem verifying my account
How long does it take for me to get my pin,38,get_physical_card,how long does it take for me to get my pin
The App shows a fraudulent payment made on my account.,16,card_payment_not_recognised,the app shows a fraudulent payment made on my account.
I moved and need to change my address.,30,edit_personal_details,i moved and need to change my address.
There is some odd 1£ charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for a pound there.,34,extra_charge_on_statement,there is some odd 1£ charge that appears as pending on my statement. what's that about? pretty sure i haven't purchased anything for a pound there.
Someone took my card without my permission.,41,lost_or_stolen_card,someone took my card without my permission.
I couldnt transfer money from my account.,35,failed_transfer,i couldnt transfer money from my account.
My top-up funds aren't available yet.,47,pending_top_up,my top-up funds aren't available yet.
What exactly is the exchange fee?,31,exchange_charge,what exactly is the exchange fee?
I don't see any change in my balance.,5,balance_not_updated_after_bank_transfer,i don't see any change in my balance.
Where do I find my card PIN?,38,get_physical_card,where do i find my card pin?
My transfer to a beneficiary was rejected.,7,beneficiary_not_allowed,my transfer to a beneficiary was rejected.
I was informed that transfers were free. I noticed I have a fee but why?,64,transfer_fee_charged,i was informed that transfers were free. i noticed i have a fee but why?
Tell me about the limit for top ups.,60,top_up_limits,tell me about the limit for top ups.
I don't know my password anymore.,44,passcode_forgotten,i don't know my password anymore.
What happens after my card expires?,9,card_about_to_expire,what happens after my card expires?
"Please help me, there is a transaction in the incorrect account.",8,cancel_transfer,"please help me, there is a transaction in the incorrect account."
Can I top up my account with a check?,58,top_up_by_cash_or_cheque,can i top up my account with a check?
"I Submitted a cheque couple of days ago, nothing happened to my account yet.What could be the possible issue?",6,balance_not_updated_after_cheque_or_cash_deposit,"i submitted a cheque couple of days ago, nothing happened to my account yet.what could be the possible issue?"
Where do I pay with my debit or credit card?,10,card_acceptance,where do i pay with my debit or credit card?
Why is my beneficiary not working?,7,beneficiary_not_allowed,why is my beneficiary not working?
What do I do to link my new card?,13,card_linking,what do i do to link my new card?
What do the disposable cards do?,37,get_disposable_virtual_card,what do the disposable cards do?
How come I did not get a virtual card yet?,40,getting_virtual_card,how come i did not get a virtual card yet?
"I want a refund, but I haven't received the item yet. Can I cancel it and get my funds back? How do I do that.",52,request_refund,"i want a refund, but i haven't received the item yet. can i cancel it and get my funds back? how do i do that."
Can my job deposit my wages directly into the account.,50,receiving_money,can my job deposit my wages directly into the account.
I transferred some money but it hasn't arrived.,66,transfer_not_received_by_recipient,i transferred some money but it hasn't arrived.
I need to know what your exchange rates are.,32,exchange_rate,i need to know what your exchange rates are.
"Hello. How long does it usually take to transfer money to another country? I've made sure all the information is correct, but the transfer still says that it's ""pending.""",48,pending_transfer,"hello. how long does it usually take to transfer money to another country? i've made sure all the information is correct, but the transfer still says that it's ""pending."""
"A 500 pound cash withdrawal was just made from my account, but I didn't make it. I am pretty sure my card has been compromised - can you help me?",20,cash_withdrawal_not_recognised,"a 500 pound cash withdrawal was just made from my account, but i didn't make it. i am pretty sure my card has been compromised - can you help me?"
"Hello, I'm a brand new customer and tried topping up for the first time today. It has been pending for half an hour and doesn't seem to be working. Please resolve this.",47,pending_top_up,"hello, i'm a brand new customer and tried topping up for the first time today. it has been pending for half an hour and doesn't seem to be working. please resolve this."
Are there any fees associated with receiving money?,56,top_up_by_bank_transfer_charge,are there any fees associated with receiving money?
